1stFlrSF,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,KitchenQual,LotArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1232,724,508,632,1232,Gd,7314,0,5,7,1232,2007,2007,194500
1776,0,1584,888,1776,TA,11475,25,5,5,1584,1958,1958,110000
848,152,628,539,1208,TA,6240,23,5,4,780,1925,1950,103000
1616,1180,415,608,1616,Gd,5389,152,5,8,1595,1995,1996,236500
1146,786,82,438,1146,Gd,9590,22,5,7,868,2003,2003,187500
1153,252,901,541,2031,Gd,11404,84,5,7,1153,1998,1999,222500
1144,594,270,264,1144,TA,10000,0,6,5,864,1961,1983,131400
948,0,948,300,948,TA,8978,0,5,5,948,1968,1968,108000
880,390,490,320,1768,TA,10800,341,7,7,880,1914,1970,163000
1040,0,0,400,1040,TA,8544,0,4,3,0,1950,1950,93500
901,0,893,800,1801,Gd,10463,116,5,8,893,2005,2005,239900
1200,1200,0,0,1200,TA,10800,0,5,5,1200,1987,1988,179000
864,0,864,572,1728,Gd,9313,56,5,7,864,2004,2004,190000
768,0,264,360,1432,TA,9600,0,7,5,264,1910,2002,132000
912,832,80,288,912,Gd,6768,0,8,6,912,1961,1996,142000
1349,0,1349,539,1349,TA,8450,55,5,7,1349,2000,2001,179000
1464,444,76,480,1464,TA,12886,0,6,5,520,1963,1999,175000
1337,733,604,462,1337,Gd,5395,0,5,8,1337,1993,1993,180000
1175,575,487,831,2715,Gd,8963,204,9,8,1142,1976,1996,299800
980,300,652,554,2256,Gd,8795,54,5,7,952,2000,2000,236000
1320,0,1240,864,2640,Gd,11700,0,7,7,1240,1880,2003,265979
1720,919,801,527,1720,Gd,10593,56,5,7,1720,1996,1996,260400
1088,0,0,240,1529,TA,8405,0,3,4,0,1945,1950,98000
792,0,576,0,1140,TA,8800,160,7,4,576,1910,2004,96500
660,0,660,400,1320,Gd,7750,48,5,7,660,2003,2003,162000
1494,1200,279,576,1494,Gd,9236,27,5,6,1479,1997,1997,217000
1038,0,1030,878,2098,Ex,10240,52,5,8,1030,2005,2005,275500
1026,439,115,440,1026,Gd,7930,48,8,6,1026,1969,2005,156000
742,381,348,440,1471,TA,3230,24,5,6,729,1999,1999,172500
866,20,846,578,1768,Gd,10769,105,5,8,866,2007,2007,212000
672,438,234,440,1386,TA,11616,0,5,6,672,1978,1978,158900
757,549,195,440,1501,TA,2280,0,5,7,744,1999,1999,179400
1328,56,1198,752,2531,Gd,12257,98,5,8,1318,1995,1995,290000
864,612,252,300,864,TA,9100,0,6,6,864,1959,1959,127500
1301,405,740,440,1301,Fa,6911,0,5,5,1145,1924,1950,100000
764,24,732,614,1547,Gd,8640,45,5,7,756,2009,2009,215200
1268,1163,89,856,2365,Gd,9430,128,5,8,1252,1999,1999,337000
1494,437,0,481,1494,Ex,9549,30,5,8,1494,1995,1996,270000
1506,0,1498,592,1506,Ex,14587,174,5,9,1498,2008,2008,264132
980,394,586,496,1714,TA,10421,66,5,7,980,1988,1988,196500
983,660,323,423,1750,TA,12508,0,7,6,983,1940,1985,160000
1836,24,1836,484,1836,Gd,9100,33,5,7,1860,2004,2005,216837
1690,1416,234,841,3279,Ex,53504,36,5,8,1650,2003,2003,538000
858,685,173,576,858,TA,7252,0,5,5,858,1982,1982,134900
1220,836,0,396,1220,TA,8877,0,5,4,836,1951,1951,102000
1117,422,480,672,1117,TA,7819,0,5,6,1029,1976,1976,107000
912,456,456,275,912,TA,10150,0,5,5,912,1958,1958,114500
1973,0,1935,895,1973,Gd,14226,45,5,8,1935,2006,2006,395000
1204,866,338,412,1204,TA,4500,247,5,6,1204,1998,1998,162000
1614,20,1594,865,1614,Gd,11210,59,5,7,1614,2005,2006,221500
894,762,102,440,894,TA,13350,0,5,5,864,1974,1974,142500
2020,0,0,630,2020,TA,8400,0,5,5,0,1977,1977,144000
1004,975,0,504,1004,TA,10530,0,5,6,975,1977,1977,135000
1253,0,1237,402,1253,TA,7875,21,5,7,1237,1995,1996,176000
810,387,374,484,1603,Gd,7153,124,5,6,761,1992,1992,175900
1430,0,1413,605,1430,Gd,16285,33,5,7,1413,2001,2002,187100
1110,1097,0,602,1110,Gd,9101,30,6,5,1097,1978,1978,165500
742,0,742,0,1484,TA,6300,291,6,6,742,1914,2001,128000
1342,251,491,457,1342,TA,9790,0,5,6,1372,1967,1967,161500
966,686,0,416,1652,TA,10800,0,6,5,686,1915,1950,139000
956,656,300,618,2084,Gd,10142,45,5,7,956,2004,2004,233000
901,0,901,281,901,TA,6000,0,7,4,901,1954,2000,107900
976,568,264,444,2087,Gd,12205,168,8,6,832,1966,2007,187500
1145,16,1129,397,1145,Gd,3182,16,5,7,1145,2005,2006,160200
1062,539,490,539,1062,TA,11333,0,5,6,1029,1976,1976,146800
1127,862,255,455,2013,TA,9920,130,5,7,1117,1996,1997,269790
1496,0,1496,474,1496,Gd,9158,130,5,8,1496,2007,2007,225000
1086,0,712,409,1895,Gd,10832,46,5,7,712,1994,1996,194500
888,0,650,476,1564,TA,8400,50,6,6,650,1980,1981,171000
1285,0,660,528,1285,TA,8197,0,5,6,660,1977,1977,143500
773,570,203,240,773,TA,7677,0,5,5,773,1953,1953,110000
1966,0,1926,820,3140,Ex,13518,78,5,9,1926,2008,2009,485000
981,569,162,240,1768,Gd,7200,0,7,5,731,1937,1950,175000
616,462,154,603,1688,Gd,12798,114,5,6,616,1997,1997,200000
1196,197,999,440,1196,TA,4800,0,7,4,1196,1916,1990,109900
728,648,80,410,1456,Gd,8199,18,5,7,728,2005,2005,189000
1734,0,1734,1020,2822,Ex,13891,170,5,9,1734,2008,2009,582933
1128,812,124,286,1128,TA,9000,0,5,5,936,1954,1954,118000
1428,0,1417,554,1428,Ex,12274,60,5,7,1417,2008,2008,227680
980,400,100,384,980,TA,9750,0,5,5,980,1967,1967,135500
1072,1309,15,528,1576,Gd,21384,312,6,5,1324,1923,2004,223500
1086,516,380,484,1086,TA,13400,0,5,5,1024,1966,1966,159950
1075,0,849,360,2138,TA,8100,156,5,5,849,1898,1965,106000
1309,663,0,484,1309,Gd,10140,0,6,6,1040,1974,1999,181000
848,662,186,420,848,Gd,4438,0,5,6,848,2004,2004,144500
1044,0,540,504,1044,Fa,8712,0,5,5,540,1952,1952,55993
1442,608,834,301,1442,TA,9750,0,6,6,1442,1958,1958,157900
686,0,686,280,1250,Fa,8248,0,7,5,686,1918,1950,116000
1661,0,1649,598,1661,Gd,12137,34,5,7,1649,1998,1998,224900
1008,486,522,275,1008,TA,11425,0,6,5,1008,1954,1954,137000
1689,1218,350,857,1689,Gd,13265,59,5,8,1568,2002,2002,271000
1052,504,506,440,1052,TA,8816,0,7,6,1010,1971,1971,155000
1358,733,625,484,1358,Gd,6371,35,5,7,1358,2009,2010,224000
798,0,798,595,1640,Gd,7226,45,5,7,798,2003,2003,183000
936,0,936,576,936,TA,6000,32,4,4,936,1953,1953,93000
847,0,847,433,1733,Gd,12394,48,5,7,847,2003,2003,225000
944,0,778,240,1489,TA,9900,0,7,6,778,1940,1950,139500
1489,0,1489,776,1489,Gd,11216,140,5,8,1489,2006,2006,232600
2084,1636,442,1220,2084,Ex,14803,45,5,10,2078,2007,2008,385000
784,784,0,0,784,Gd,6130,0,6,5,784,1924,1950,109500
1434,20,1434,527,1434,Gd,8529,39,5,7,1454,2001,2001,189000
1160,249,0,538,2126,TA,28698,0,5,5,1013,1967,1967,185000
520,0,600,480,1223,Gd,2544,166,5,7,600,2005,2005,147400
1392,1040,352,458,1392,TA,11900,0,5,6,1392,1957,1957,166000
520,0,600,480,1200,Gd,3180,166,5,7,600,2005,2005,151000
941,483,458,613,1829,Gd,9548,39,6,7,941,2003,2003,237000
1516,196,975,472,1516,TA,10004,0,6,6,1516,1964,1964,167000
1144,572,572,456,1144,TA,7875,0,6,5,1144,1961,1961,139950
1067,442,625,436,1067,Gd,9600,0,7,4,1067,1950,1995,128000
1559,338,1221,812,1559,TA,8100,116,6,5,1559,1948,1973,153500
483,330,153,264,987,TA,1680,0,5,6,483,1973,1973,100000
1099,0,1099,352,1099,Gd,9525,0,6,5,1099,1995,2006,144000
768,352,416,240,1200,TA,11767,0,6,5,768,1946,1995,130500
810,156,516,400,1482,Fa,12155,0,8,6,672,1925,1950,140000
958,0,650,686,1539,Gd,10440,78,8,5,650,1904,2002,157500
1165,312,276,490,1165,TA,9020,129,7,6,1127,1966,1966,174900
1800,0,1800,0,1800,TA,8000,0,4,5,1800,1961,1961,141000
876,0,876,720,1416,TA,12665,0,8,5,876,1915,1950,153900
1701,1390,0,611,1701,TA,16647,0,5,5,1390,1975,1981,171000
1006,513,227,425,1775,Gd,9317,72,5,7,740,1993,1993,213000
864,460,404,338,864,TA,15523,0,6,5,864,1972,1972,133500
1307,0,907,360,2358,TA,45600,40,8,6,907,1908,1997,240000
1094,0,528,512,1855,TA,9600,100,7,6,528,1976,1994,187000
848,659,189,420,848,Gd,4435,0,5,6,848,2003,2003,131500
1456,0,1273,400,1456,Gd,3196,20,5,8,1273,2003,2003,215000
918,364,554,240,1646,TA,7128,0,5,7,918,1941,1950,164000
1445,564,563,645,1445,TA,12095,0,6,6,1127,1964,1964,158000
1779,306,372,454,1779,TA,17920,418,4,5,1763,1955,1974,170000
1040,659,381,260,1040,TA,6897,104,8,5,1040,1962,2010,127000
1026,505,0,576,1026,TA,10970,0,6,6,940,1978,1978,147000
702,0,702,343,1481,TA,8125,36,5,6,702,1994,1995,174000
1370,0,1090,479,1370,TA,10400,0,5,7,1090,1976,1976,152000
1512,619,435,619,2654,Gd,11029,65,7,6,1054,1968,1984,250000
912,0,912,216,1426,Gd,7642,240,8,7,912,1918,1998,189950
1039,841,198,504,1039,TA,11625,0,4,5,1039,1965,1965,131500
1097,338,702,480,1097,TA,9672,0,5,6,1040,1984,1985,152000
1148,1148,0,672,1148,TA,7931,0,5,5,1148,1959,1959,132500
1372,0,1372,529,1372,Gd,8640,140,5,7,1372,2007,2008,250580
1002,828,174,902,1002,TA,8750,0,6,5,1002,1970,1970,148500
1646,0,1638,870,1646,Gd,10656,80,5,8,1638,2006,2007,248900
1120,932,108,544,1120,Fa,6970,0,5,4,1040,1961,1961,129000
1547,0,0,672,2320,TA,14762,144,6,5,0,1948,1950,169000
1062,750,300,574,1949,Gd,9938,90,5,7,1050,1993,1994,236000
894,0,894,308,894,TA,6600,0,5,5,894,1962,1962,109500
804,505,299,523,1682,Gd,8750,77,5,6,804,1998,1998,200500
910,0,105,414,910,Gd,8892,0,7,5,105,1953,1996,116000
1036,375,457,288,1268,TA,12144,28,7,5,832,1949,1950,133000
676,0,676,200,1131,TA,5720,0,6,5,676,1941,1950,66500
1184,64,1120,550,2610,Ex,9000,364,5,8,1184,2007,2007,303477
1040,633,431,648,1040,TA,25286,0,5,4,1064,1963,1963,132250
1462,1170,292,738,2224,Ex,8834,0,5,9,1462,2004,2005,350000
1155,899,210,576,1155,Gd,11782,0,7,5,1109,1961,1995,148000
864,646,218,336,864,TA,7000,0,8,5,864,1978,2005,136500
1090,980,110,450,1090,TA,7024,49,5,5,1090,2005,2006,157000
1187,902,254,400,1717,Gd,13758,36,5,7,1156,1990,1991,187500
808,0,808,389,1593,TA,9636,40,5,6,808,1992,1993,178000
954,0,795,440,2230,TA,6204,188,5,4,795,1912,1950,118500
892,432,460,288,892,TA,7150,0,5,5,892,1967,1967,100000
1709,1238,460,506,1709,Gd,5119,65,5,9,1698,1999,2000,328900
1712,528,1098,588,1712,TA,8393,54,5,5,1626,1959,2005,145000
872,0,816,300,1393,TA,16466,0,7,5,816,1955,1955,135500
2217,351,1043,621,2217,Gd,15865,207,6,8,2217,1970,1970,268000
1505,1024,481,505,1505,TA,12160,0,4,6,1505,1953,1953,149500
672,0,672,576,924,TA,8064,0,7,5,672,1949,2006,122900
918,226,192,440,1683,TA,11184,0,5,6,918,1978,1978,172500
1068,663,396,264,1068,TA,8414,0,8,6,1059,1963,2003,154500
1383,1064,319,354,1383,TA,13284,116,5,5,1383,1954,1954,165000
1535,0,0,400,1535,TA,7018,0,5,5,0,1979,1979,118858
983,400,380,483,1796,TA,7056,50,5,6,780,1963,1963,140000
951,285,666,327,951,TA,8765,28,6,4,951,1936,1950,106500
1120,0,0,528,2240,TA,7018,0,5,5,0,1979,1979,142953
2364,2188,142,820,2364,Ex,12919,67,5,9,2330,2009,2010,611657
1236,465,447,288,1236,TA,6993,0,7,5,912,1961,1994,135000
858,322,536,684,858,TA,7340,0,6,4,858,1971,1971,110000
1306,860,132,756,1306,TA,8712,0,7,5,992,1957,2000,153000
807,0,783,393,1509,Gd,7875,75,5,7,783,2003,2003,180000
1670,0,1670,690,1670,Gd,14859,60,5,7,1670,2006,2006,240000
902,599,277,288,902,TA,6173,0,6,5,876,1967,1967,125500
1063,354,412,280,1063,TA,9920,0,5,5,1056,1954,1954,128000
1636,63,1560,865,1636,Gd,13501,60,5,8,1623,2006,2006,255000
1020,223,794,180,2057,Gd,11500,0,7,7,1017,1936,1987,250000
902,301,239,484,902,TA,8885,0,5,5,864,1983,1983,131000
742,0,742,390,1484,Gd,12589,24,5,6,742,2005,2005,174000
1105,443,662,480,2274,TA,11600,0,5,5,1105,1960,1960,154300
1268,196,1072,252,1268,Gd,9286,0,7,5,1268,1977,1989,143500
1015,489,279,450,1015,TA,6120,0,7,5,768,1925,1950,88000
1001,284,717,871,2002,TA,6270,0,6,5,1001,1949,1950,145000
612,294,318,528,1224,Gd,3000,234,5,6,612,2009,2009,173733
546,0,546,286,1092,TA,2001,0,5,4,546,1970,1970,75000
480,50,430,308,480,TA,9000,0,3,2,480,1949,1950,35311
1229,1059,75,284,1229,TA,17140,0,6,4,1134,1956,1956,135000
912,48,422,833,2127,Gd,13125,192,5,7,1104,1991,1991,238000
1414,528,245,601,1414,TA,11029,51,8,6,1184,1958,2002,176500
936,814,114,471,1721,Gd,8462,87,5,6,928,1994,1994,201000
1272,1084,188,0,2200,TA,8777,70,7,5,1272,1900,2003,145900
1316,28,1288,397,1316,Gd,10237,0,5,6,1316,2005,2006,169990
1617,165,598,533,1617,Gd,8012,69,5,6,1604,1993,1994,193000
1686,625,0,612,1686,TA,10240,131,6,6,1686,1980,1980,207500
1126,767,266,540,1126,Ex,15611,0,6,5,1126,1977,1977,175000
1234,0,1181,656,2374,Ex,11999,100,5,8,1181,2003,2004,285000
1098,552,280,486,1978,TA,9900,43,5,7,832,1968,1968,176000
1788,0,1753,522,1788,Ex,11838,151,5,8,1753,2001,2001,236500
993,0,964,642,2236,Gd,13006,0,5,7,964,1997,1997,222000
1466,16,1450,610,1466,Gd,8925,18,5,8,1466,2007,2007,201000
925,338,121,429,925,TA,9100,0,6,5,925,1965,1965,117500
1905,0,1905,788,1905,Ex,11670,191,5,9,1905,2006,2006,320000
1500,20,1480,570,1500,Gd,8487,36,5,7,1500,2004,2004,190000
2069,425,160,505,2069,Gd,27650,0,7,7,585,1960,2007,242000
747,0,600,528,747,TA,5825,0,5,4,600,1926,1953,79900
1200,833,343,555,1200,Gd,10083,41,5,7,1176,2003,2003,184900
1113,341,772,689,1971,Gd,9675,48,5,7,1113,2005,2005,253000
1391,464,927,868,1962,Gd,8760,90,5,7,1391,2006,2006,239799
1207,0,1032,349,2403,TA,24090,0,7,7,1032,1940,1950,244400
1728,936,396,574,1728,TA,12640,0,5,6,1728,1976,1976,150900
1022,772,220,390,2060,Gd,8755,0,5,7,992,1999,1999,214000
1440,1440,0,0,1440,TA,7711,0,3,4,1440,1977,1977,150000
1632,0,1632,576,1632,TA,25000,0,4,5,1632,1967,1967,143000
1344,111,354,525,1344,Gd,14375,118,6,6,819,1958,1958,137500
1188,1088,0,456,1869,TA,8820,0,6,5,1088,1890,1996,124900
1144,748,102,796,1144,TA,8163,0,6,5,1144,1959,1959,143000
1629,1300,316,808,1629,Gd,14536,252,5,8,1616,2002,2003,270000
936,0,936,474,1776,Gd,14006,96,5,7,936,2002,2002,192500
1381,982,179,676,1381,Gd,9360,0,7,6,1161,1972,2006,197500
864,398,317,720,864,Gd,7200,0,8,5,864,1950,2002,129000
965,641,187,300,965,TA,7800,0,5,5,828,1965,1965,119900
768,660,108,396,768,TA,7200,0,8,5,768,1972,2003,133900
1168,562,29,530,1968,TA,11075,189,4,5,784,1969,1969,172000
980,945,0,0,980,TA,9400,0,5,6,945,1975,1975,127500
979,484,495,492,1958,TA,7136,0,6,6,979,1946,1950,145000
561,285,276,462,1229,TA,1300,0,6,6,561,1980,1980,124000
1057,417,640,576,1057,TA,7420,0,5,5,1057,1962,1962,132000
1337,699,638,531,1337,Gd,8450,39,5,7,1337,2003,2003,185000
696,604,92,484,1416,Gd,2572,44,5,7,696,1999,1999,155000
858,696,162,0,858,TA,7207,0,7,5,858,1958,2008,116500
1542,896,434,619,2872,TA,12227,282,7,6,1330,1977,1995,272000
804,556,248,440,1548,Gd,2308,0,6,6,804,1976,1976,155000
1800,0,1800,702,1800,Ex,11923,136,5,9,1800,2007,2007,239000
824,624,193,510,1894,Gd,11316,40,5,7,817,2002,2003,214900
783,0,783,393,1484,Gd,10237,72,5,6,783,2005,2007,178900
976,428,300,256,1308,TA,9600,70,7,5,728,1940,1950,160000
1098,902,196,260,1098,TA,7390,0,7,5,1098,1955,1955,135000
600,0,600,0,968,TA,5925,0,6,3,600,1910,1950,37900
1095,513,75,264,1095,TA,10382,0,5,6,588,1958,1958,140000
720,0,720,0,1192,TA,10800,0,4,4,720,1949,1950,135000
764,567,197,474,1626,Gd,2268,27,5,7,764,2003,2004,173000
918,0,918,264,918,TA,7892,0,5,6,918,1979,1979,99500
1428,0,1428,480,1428,Gd,11639,120,5,7,1428,2007,2008,182000
1136,0,728,532,2019,Gd,11414,135,8,7,728,1910,1993,167500
673,641,32,490,1382,Gd,2651,50,5,7,673,2000,2000,165000
869,0,440,0,869,Fa,5900,0,7,4,440,1923,1958,85500
1241,1106,135,569,1241,Gd,4274,116,5,7,1241,2006,2007,199900
894,552,342,400,894,TA,9450,0,5,4,894,1954,1954,110000
1121,651,470,480,1121,TA,8816,80,6,5,1121,1963,1963,139000
999,867,77,588,999,Ex,12122,76,9,7,944,1961,2007,178400
1276,854,371,676,2612,Gd,12203,0,5,8,1225,1998,1999,336000
1266,0,1266,388,1266,Gd,3182,16,5,7,1266,2007,2007,159895
1149,0,1128,779,2290,Gd,11250,0,5,8,1128,2002,2002,255900
1302,0,0,539,1734,Gd,10125,0,5,5,0,1977,1977,126000
1164,1040,124,240,1164,TA,10880,48,5,5,1164,1950,1950,125000
1001,0,485,255,1635,Gd,5310,0,8,6,485,1910,2003,117000
1940,1646,284,606,1940,Ex,10159,95,5,9,1930,2009,2010,395192
1118,156,692,551,2030,Gd,12046,224,6,6,848,1976,1976,195000
778,0,770,614,1576,Gd,8125,50,5,7,770,2006,2006,197000
1407,1074,322,870,2392,Gd,9452,70,5,8,1396,1997,1998,348000
916,216,700,424,1742,Gd,17671,169,9,8,916,1882,1986,168000
1020,536,169,440,1851,Gd,9760,42,8,6,822,1964,1993,187000
750,0,750,564,1500,Gd,8846,35,5,6,750,2005,2006,173900
1718,1172,528,786,1718,Ex,12456,48,5,10,1700,2006,2007,337500
774,384,363,305,1230,TA,4712,57,7,4,747,1946,1950,121600
1050,915,135,368,1050,TA,10659,319,6,5,1050,1961,1961,136500
1442,0,1442,615,1442,TA,11717,0,6,6,1442,1970,1970,185000
1077,0,1007,210,1077,TA,9786,100,4,3,1007,1922,1950,91000
1208,686,501,632,1208,Gd,6762,61,5,7,1187,2006,2006,206000
944,0,0,528,944,Fa,10206,0,3,3,0,1952,1952,82000
691,0,691,216,691,Ex,5400,20,6,5,691,1920,1950,86000
1574,24,1550,824,1574,Gd,11957,104,5,8,1574,2006,2006,232000
1680,0,1680,528,1680,TA,11500,0,6,5,1680,1976,1976,136905
1504,16,1330,457,1504,Gd,3182,0,5,7,1346,2005,2006,181000
985,595,390,328,985,TA,8385,0,8,5,985,1977,1977,149900
1657,1237,420,484,1657,TA,12155,0,3,6,1657,1970,1970,163500
546,273,0,286,1092,TA,2217,0,4,4,546,1970,1970,88000
1710,0,1710,550,1710,Gd,12118,48,5,7,1710,2004,2005,240000
1008,0,1008,0,1522,TA,6000,0,5,5,1008,1926,1950,102000
720,0,720,312,1271,TA,21286,0,5,5,720,1948,1950,135000
1664,0,0,0,1664,TA,9825,0,5,5,0,1965,1965,100000
900,0,602,180,1502,Gd,10592,0,7,6,602,1923,1996,165000
1022,247,310,280,1022,TA,7200,30,4,5,1022,1910,2006,85000
1082,336,746,240,1082,TA,11664,130,5,6,1082,1948,1950,119200
810,643,167,528,1665,Gd,8400,45,6,8,810,2001,2001,227000
1504,690,814,478,1504,Gd,11883,66,5,7,1504,1996,1996,203000
1360,1036,184,565,1360,Gd,5814,0,5,8,1220,1984,1984,187500
802,0,384,402,1472,Gd,10784,0,5,7,384,1991,1992,160000
1506,16,1346,440,1506,Gd,3013,20,5,7,1362,2005,2005,213490
1132,1024,108,451,1132,Gd,7024,64,5,4,1132,2005,2005,176000
1220,684,515,632,1220,Gd,7406,54,5,7,1199,2006,2006,194000
912,324,588,160,1248,TA,9439,0,5,5,912,1930,1950,87000
1504,16,1330,437,1504,Gd,3182,20,5,7,1346,2005,2006,191000
2898,1165,0,665,2898,Gd,15498,72,6,8,1565,1976,1976,287000
882,138,276,461,882,TA,7700,0,5,5,882,1972,1972,112500
1264,697,571,461,1264,TA,9300,0,5,5,1268,1960,1960,167500
1646,1513,125,800,1646,Gd,9520,44,5,8,1638,2007,2008,293077
968,368,359,240,1376,TA,9492,0,5,5,768,1941,1950,105000
672,317,355,264,1218,TA,1680,28,7,6,672,1972,1972,118000
948,0,686,0,1928,TA,7082,0,8,5,686,1916,1995,160000
1687,523,301,672,3082,TA,15863,63,3,7,824,1920,1970,197000
1352,1012,326,796,2520,Gd,14541,55,7,8,1338,1993,1993,310000
1654,986,668,900,1654,Gd,8125,136,5,7,1654,2002,2002,230000
954,0,920,240,954,Fa,6305,0,7,5,920,1938,1950,119750
845,0,0,290,845,TA,11500,0,3,4,0,1957,1957,84000
1620,1022,598,912,1620,Ex,12898,0,5,9,1620,2007,2008,315500
1055,0,1055,905,2263,Gd,9240,45,5,8,1055,2001,2002,287000
798,0,546,0,1344,TA,1533,0,6,4,546,1970,2008,97000
630,509,121,286,630,TA,1477,0,4,4,630,1970,1970,80000
1803,168,284,484,1803,TA,13125,0,4,5,1134,1957,2000,155000
800,400,336,484,1632,Gd,9130,40,8,6,800,1966,2000,173000
1306,900,406,624,1306,Gd,5381,63,5,6,1306,2005,2005,196000
1532,1085,390,514,2329,Gd,11839,121,5,7,1475,1990,1990,262280
2524,1104,1420,542,2524,Gd,9600,120,5,8,2524,1981,1981,278000
1733,0,0,452,1733,TA,13680,0,5,3,0,1955,1955,139600
1992,240,1752,716,2868,Ex,16056,108,5,9,1992,2005,2006,556581
990,686,304,672,990,TA,9245,0,5,5,990,1994,1995,145000
1771,0,0,336,1771,TA,21750,0,4,5,0,1960,2006,115000
930,0,0,308,930,Gd,11100,0,7,4,0,1946,2006,84900
1302,0,1302,436,1302,Gd,8993,22,5,7,1302,2007,2007,176485
1316,0,1316,440,1316,Gd,11175,20,5,7,1316,2007,2007,200141
1127,442,374,540,1977,TA,9500,52,6,6,816,1964,1978,165000
1526,383,833,364,1526,TA,8562,78,6,5,1216,1957,2002,144500
1091,932,133,586,1989,Gd,11367,60,5,8,1065,2002,2002,255000
1523,644,549,478,1523,TA,11361,0,5,6,1193,1976,1976,180000
1364,659,705,484,1364,Gd,7052,36,5,7,1364,2005,2005,185850
979,595,378,467,1850,Gd,29959,98,6,7,973,1994,1994,248000
1130,936,168,836,2184,Ex,11308,102,5,9,1104,2008,2008,335000
1096,297,0,432,1991,TA,11275,0,7,6,854,1932,1950,220000
1338,616,722,582,1338,Gd,4920,0,5,8,1338,2001,2001,213500
894,0,894,1248,894,TA,18000,20,4,3,894,1935,1950,81000
1422,0,662,560,2337,TA,13600,57,5,5,662,1900,1950,90000
1103,397,706,440,1103,Gd,6000,120,6,6,1103,1925,1980,110500
1154,740,184,480,1154,TA,11000,58,6,5,1154,1966,1966,154000
1306,1201,105,533,2260,Gd,14000,44,5,7,1306,1996,1997,328000
799,0,799,380,1571,TA,7837,40,7,6,799,1993,1994,178000
798,674,0,442,1611,TA,9760,128,6,6,780,1964,1964,167900
1291,837,105,576,2521,TA,3964,20,4,6,942,1973,1973,151400
893,220,625,576,893,Gd,9600,0,7,5,845,1949,2003,135000
1048,586,462,286,1048,TA,10152,20,5,5,1048,1956,1956,135000
829,298,429,441,1556,TA,11700,0,6,6,727,1968,1968,154000
1002,0,810,280,1456,TA,7585,0,3,5,810,1948,1950,91500
698,535,155,440,1426,TA,7950,0,6,6,690,1977,1977,159500
1240,0,1240,826,1240,Gd,8556,93,5,7,1240,2006,2006,194000
960,410,390,240,1740,TA,13125,0,6,7,800,1940,1984,219500
1096,626,170,566,1466,Gd,10800,21,8,5,796,1936,1989,170000
1096,75,230,299,1096,TA,15870,32,5,5,1096,1969,1969,138800
848,662,186,420,848,Gd,4435,0,5,6,848,2004,2004,155900
990,495,495,299,990,TA,8775,64,5,5,990,1994,1994,126000
1258,656,602,528,1258,Gd,11040,0,7,6,1258,1971,2004,145000
1040,824,216,308,1040,TA,7500,0,5,5,1040,1963,1963,133000
1459,0,1459,527,1459,Gd,8749,39,5,7,1459,2002,2002,192000
1251,553,698,461,1251,TA,8800,116,6,6,1251,1964,1964,160000
691,592,99,409,1498,TA,13031,44,5,6,691,1995,1996,187500
996,747,189,564,996,Gd,9069,0,6,6,936,1992,1992,147000
546,334,212,286,1092,TA,1974,96,5,4,546,1973,1973,83500
1082,0,1082,1043,1953,Gd,10574,50,5,8,1082,2005,2006,252000
970,0,970,380,1709,Gd,2522,40,5,7,970,2004,2004,137500
1247,1039,208,550,1247,Gd,3316,84,5,8,1247,2005,2005,197000
1040,0,0,400,1040,TA,8544,0,4,3,0,1950,1950,92900
624,510,90,462,1252,Gd,2160,48,5,7,600,1999,2000,160000
1390,423,758,576,1694,TA,8400,0,5,6,1181,1925,1950,136500
